filename,width,height,class,xmin,ymin,xmax,ymax
B20190306xiangn_CRCD_DIA_b3_3_12_26+.jpg,270,240,feature5,89,134,103,239
B20190306xiangn_CRCD_DIA_b3_3_12_26+.jpg,270,240,feature6,196,132,221,212
B20190306xiangn_CRCD_DIA_b3_3_12_26.jpg,270,240,feature5,186,39,206,82
B20190306xiangn_CRCD_DIA_b3_3_12_26.jpg,270,240,feature6,252,63,269,106
B20190306xiangn_CRCD_DIA_b3_3_12_27+.jpg,270,240,feature6,136,1,152,49
B20190306xiangn_CRCD_DIA_b3_3_12_27.jpg,270,240,feature6,136,60,152,169
B20190306xiangn_CRCD_DIA_b3_3_12_27.jpg,270,240,feature5,89,14,103,138
B20190306xiangn_CRCD_DIA_b3_3_12_27.jpg,270,240,feature6,196,12,221,92
B20190306xiangn_CRCD_DIA_b3_3_12_28+.jpg,270,240,feature7,233,178,253,239
B20190306xiangn_CRCD_DIA_b3_3_12_29+.jpg,270,240,feature6,46,1,71,79
B20190306xiangn_CRCD_DIA_b3_3_12_29+.jpg,270,240,feature5,36,10,76,163
B20190306xiangn_CRCD_DIA_b3_3_12_29.jpg,270,240,feature6,46,108,71,199
B20190306xiangn_CRCD_DIA_b3_3_12_29.jpg,270,240,feature5,36,130,76,239
B20190306xiangn_CRCD_DIA_b3_3_12_29.jpg,270,240,feature7,233,58,253,129
B20190306xiangn_CRCD_DIA_b3_3_12_30+.jpg,270,240,feature5,51,23,71,99
B20190306xiangn_CRCD_DIA_b3_3_12_30.jpg,270,240,feature6,56,99,72,156
B20190306xiangn_CRCD_DIA_b3_3_12_30.jpg,270,240,feature5,51,143,71,219
B20190306xiangn_CRCD_DIA_b3_3_12_31+.jpg,270,240,feature6,236,161,253,209
B20190306xiangn_CRCD_DIA_b3_3_12_32+.jpg,270,240,feature7,29,28,49,181
B20190306xiangn_CRCD_DIA_b3_3_12_32.jpg,270,240,feature7,29,148,49,239
B20190306xiangn_CRCD_DIA_b3_3_12_32.jpg,270,240,feature6,236,41,253,89
B20190306xiangn_CRCD_DIA_b3_3_12_33+.jpg,270,240,feature6,66,1,91,104
B20190306xiangn_CRCD_DIA_b3_3_12_33+.jpg,270,240,feature8,184,113,201,209
B20190306xiangn_CRCD_DIA_b3_3_12_33.jpg,270,240,feature6,66,113,91,224
B20190306xiangn_CRCD_DIA_b3_3_12_33.jpg,270,240,feature7,29,1,49,61
B20190306xiangn_CRCD_DIA_b3_3_12_34.jpg,270,240,feature8,184,1,201,89
B20190306xiangn_CRCD_DIA_b3_3_12_35+.jpg,270,240,feature7,3,108,23,229
B20190306xiangn_CRCD_DIA_b3_3_12_36+.jpg,270,240,feature6,243,123,259,239
B20190306xiangn_CRCD_DIA_b3_3_12_36.jpg,270,240,feature7,3,1,23,109
B20190306xiangn_CRCD_DIA_b3_3_12_37+.jpg,270,240,feature5,211,18,231,99
B20190306xiangn_CRCD_DIA_b3_3_12_37+.jpg,270,240,feature6,243,1,259,74
B20190306xiangn_CRCD_DIA_b3_3_12_37.jpg,270,240,feature5,211,138,231,219
B20190306xiangn_CRCD_DIA_b3_3_12_37.jpg,270,240,feature6,243,3,259,194
B20190306xiangn_CRCD_DIA_b3_3_12_38+.jpg,270,240,feature6,189,142,205,200
B20190306xiangn_CRCD_DIA_b3_3_12_39+.jpg,270,240,feature5,236,113,256,151
B20190306xiangn_CRCD_DIA_b3_3_12_39+.jpg,270,240,feature5,26,67,46,149
B20190306xiangn_CRCD_DIA_b3_3_12_39.jpg,270,240,feature6,189,22,205,80
B20190306xiangn_CRCD_DIA_b3_3_12_39.jpg,270,240,feature5,26,187,46,239
B20190306xiangn_CRCD_DIA_b3_3_12_43+.jpg,270,240,feature7,149,49,169,117
B20190306xiangn_CRCD_DIA_b3_3_12_43.jpg,270,240,feature7,149,169,169,237
B20190306xiangn_CRCD_DIA_b3_3_12_44+.jpg,270,240,feature6,196,21,213,105
B20190306xiangn_CRCD_DIA_b3_3_12_44.jpg,270,240,feature6,196,141,213,225
B20190306xiangn_CRCD_DIA_b3_3_12_47+.jpg,270,240,feature8,251,175,268,239
B20190306xiangn_CRCD_DIA_b3_3_12_48.jpg,270,240,feature8,251,55,268,163
B20190306xiangn_CRCD_DIA_b3_3_12_51+.jpg,270,240,feature7,6,1,36,79
B20190306xiangn_CRCD_DIA_b3_3_12_51.jpg,270,240,feature7,6,100,36,199
B20190306xiangn_CRCD_DIA_b3_3_12_53+.jpg,270,240,feature7,32,101,42,192
B20190306xiangn_CRCD_DIA_b3_3_12_54+.jpg,270,240,feature7,113,101,133,199
B20190306xiangn_CRCD_DIA_b3_3_12_54.jpg,270,240,feature7,32,1,42,72
B20190306xiangn_CRCD_DIA_b3_3_12_55.jpg,270,240,feature7,113,1,133,79
B20190306xiangn_CRCD_DIA_b3_3_12_58+.jpg,270,240,feature7,176,3,196,123
B20190306xiangn_CRCD_DIA_b3_3_12_58.jpg,270,240,feature7,176,123,196,239
B20190306xiangn_CRCD_DIA_b3_3_12_62+.jpg,270,240,feature5,156,147,166,181
B20190306xiangn_CRCD_DIA_b3_3_12_62+.jpg,270,240,feature2,166,138,168,158
B20190306xiangn_CRCD_DIA_b3_3_12_63.jpg,270,240,feature5,156,27,166,61
B20190306xiangn_CRCD_DIA_b3_3_12_63.jpg,270,240,feature2,166,18,168,38
B20190306xiangn_CRCD_DIA_b3_3_12_9+.jpg,270,240,feature7,19,31,39,127
B20190306xiangn_CRCD_DIA_b3_3_12_9.jpg,270,240,feature7,19,151,39,239
B20190306xiangn_CRCD_DIA_b3_3_13_12+.jpg,270,240,feature5,231,11,251,98
B20190306xiangn_CRCD_DIA_b3_3_13_12.jpg,270,240,feature5,231,131,251,218
B20190306xiangn_CRCD_DIA_b3_3_13_13+.jpg,270,240,feature6,1,105,26,216
B20190306xiangn_CRCD_DIA_b3_3_13_14.jpg,270,240,feature6,1,1,26,96
B20190306xiangn_CRCD_DIA_b3_3_13_17+.jpg,270,240,feature5,71,22,91,194
B20190306xiangn_CRCD_DIA_b3_3_13_17.jpg,270,240,feature5,71,142,91,239
B20190306xiangn_CRCD_DIA_b3_3_13_18+.jpg,270,240,feature5,136,83,156,239
B20190306xiangn_CRCD_DIA_b3_3_13_18+.jpg,270,240,feature5,106,60,126,136
B20190306xiangn_CRCD_DIA_b3_3_13_18+.jpg,270,240,feature5,206,172,226,239
B20190306xiangn_CRCD_DIA_b3_3_13_18.jpg,270,240,feature5,106,180,126,239
B20190306xiangn_CRCD_DIA_b3_3_13_18.jpg,270,240,feature5,71,1,91,74
B20190306xiangn_CRCD_DIA_b3_3_13_19+.jpg,270,240,feature5,136,1,156,65
B20190306xiangn_CRCD_DIA_b3_3_13_19+.jpg,270,240,feature5,206,1,226,120
B20190306xiangn_CRCD_DIA_b3_3_13_19+.jpg,270,240,feature5,239,138,252,201
B20190306xiangn_CRCD_DIA_b3_3_13_19.jpg,270,240,feature5,136,1,156,185
B20190306xiangn_CRCD_DIA_b3_3_13_19.jpg,270,240,feature5,206,52,226,239
B20190306xiangn_CRCD_DIA_b3_3_13_20+.jpg,270,240,feature5,206,1,226,57
B20190306xiangn_CRCD_DIA_b3_3_13_20+.jpg,270,240,feature6,22,76,39,195
B20190306xiangn_CRCD_DIA_b3_3_13_20.jpg,270,240,feature5,206,99,226,177
B20190306xiangn_CRCD_DIA_b3_3_13_20.jpg,270,240,feature5,239,18,252,81
B20190306xiangn_CRCD_DIA_b3_3_13_21.jpg,270,240,feature6,22,1,39,75
B20190306xiangn_CRCD_DIA_b3_3_13_25+.jpg,270,240,feature6,141,170,166,239
B20190306xiangn_CRCD_DIA_b3_3_13_25+.jpg,270,240,feature6,61,118,86,194
B20190306xiangn_CRCD_DIA_b3_3_13_25.jpg,270,240,feature5,66,74,86,137
B20190306xiangn_CRCD_DIA_b3_3_13_26.jpg,270,240,feature6,141,50,166,155
B20190306xiangn_CRCD_DIA_b3_3_13_26.jpg,270,240,feature6,61,1,86,74
B20190306xiangn_CRCD_DIA_b3_3_13_28+.jpg,270,240,feature7,131,169,161,239
B20190306xiangn_CRCD_DIA_b3_3_13_29+.jpg,270,240,feature7,131,1,161,105
B20190306xiangn_CRCD_DIA_b3_3_13_29.jpg,270,240,feature7,131,49,161,225
B20190306xiangn_CRCD_DIA_b3_3_13_30+.jpg,270,240,feature7,143,77,162,130
B20190306xiangn_CRCD_DIA_b3_3_13_30+.jpg,270,240,feature6,16,106,41,163
B20190306xiangn_CRCD_DIA_b3_3_13_32+.jpg,270,240,feature6,249,141,266,227
B20190306xiangn_CRCD_DIA_b3_3_13_32+.jpg,270,240,feature5,141,135,161,239
B20190306xiangn_CRCD_DIA_b3_3_13_33.jpg,270,240,feature6,249,21,266,107
B20190306xiangn_CRCD_DIA_b3_3_13_33.jpg,270,240,feature5,141,15,161,130
B20190306xiangn_CRCD_DIA_b3_3_13_36+.jpg,270,240,feature7,109,119,129,239
B20190306xiangn_CRCD_DIA_b3_3_13_36+.jpg,270,240,feature6,219,1,236,131
B20190306xiangn_CRCD_DIA_b3_3_13_36.jpg,270,240,feature6,219,115,236,239
B20190306xiangn_CRCD_DIA_b3_3_13_37.jpg,270,240,feature7,109,1,129,166
B20190306xiangn_CRCD_DIA_b3_3_13_38+.jpg,270,240,feature8,66,5,89,111
B20190306xiangn_CRCD_DIA_b3_3_13_38.jpg,270,240,feature8,66,125,89,231
B20190306xiangn_CRCD_DIA_b3_3_13_39+.jpg,270,240,feature7,113,93,133,209
B20190306xiangn_CRCD_DIA_b3_3_13_39+.jpg,270,240,feature6,26,1,51,56
B20190306xiangn_CRCD_DIA_b3_3_13_39+.jpg,270,240,feature6,6,9,23,77
B20190306xiangn_CRCD_DIA_b3_3_13_39.jpg,270,240,feature6,26,118,51,176
B20190306xiangn_CRCD_DIA_b3_3_13_39.jpg,270,240,feature6,6,129,23,197
B20190306xiangn_CRCD_DIA_b3_3_13_40.jpg,270,240,feature7,113,1,133,89
B20190306xiangn_CRCD_DIA_b3_3_13_41+.jpg,270,240,feature8,56,71,79,230
B20190306xiangn_CRCD_DIA_b3_3_13_41+.jpg,270,240,feature6,119,3,136,56
B20190306xiangn_CRCD_DIA_b3_3_13_41+.jpg,270,240,feature6,156,13,172,95
B20190306xiangn_CRCD_DIA_b3_3_13_41.jpg,270,240,feature8,56,191,79,239
B20190306xiangn_CRCD_DIA_b3_3_13_41.jpg,270,240,feature6,119,123,136,176
B20190306xiangn_CRCD_DIA_b3_3_13_41.jpg,270,240,feature6,156,133,172,215
B20190306xiangn_CRCD_DIA_b3_3_13_42+.jpg,270,240,feature6,196,53,221,154
B20190306xiangn_CRCD_DIA_b3_3_13_42+.jpg,270,240,feature7,162,128,182,226
B20190306xiangn_CRCD_DIA_b3_3_13_42.jpg,270,240,feature8,56,1,79,110
B20190306xiangn_CRCD_DIA_b3_3_13_42.jpg,270,240,feature6,196,173,221,239
B20190306xiangn_CRCD_DIA_b3_3_13_43+.jpg,270,240,feature7,13,1,32,123
B20190306xiangn_CRCD_DIA_b3_3_13_43+.jpg,270,240,feature7,59,116,79,179
B20190306xiangn_CRCD_DIA_b3_3_13_43.jpg,270,240,feature7,13,97,32,239
B20190306xiangn_CRCD_DIA_b3_3_13_43.jpg,270,240,feature7,162,8,182,106
B20190306xiangn_CRCD_DIA_b3_3_13_44+.jpg,270,240,feature6,246,6,262,70
B20190306xiangn_CRCD_DIA_b3_3_13_44.jpg,270,240,feature6,246,126,262,190
B20190306xiangn_CRCD_DIA_b3_3_13_44.jpg,270,240,feature7,59,1,79,59
B20190306xiangn_CRCD_DIA_b3_3_13_45.jpg,270,240,feature6,81,80,106,149
B20190306xiangn_CRCD_DIA_b3_3_13_46+.jpg,270,240,feature7,172,84,192,152
B20190306xiangn_CRCD_DIA_b3_3_13_46+.jpg,270,240,feature7,110,44,129,209
B20190306xiangn_CRCD_DIA_b3_3_13_46.jpg,270,240,feature7,110,164,129,239
B20190306xiangn_CRCD_DIA_b3_3_13_47.jpg,270,240,feature7,110,1,129,89
B20190306xiangn_CRCD_DIA_b3_3_13_5+.jpg,270,240,feature6,69,167,86,239
B20190306xiangn_CRCD_DIA_b3_3_13_53.jpg,270,240,feature6,142,91,167,166
B20190306xiangn_CRCD_DIA_b3_3_13_6+.jpg,270,240,feature6,69,1,86,239
B20190306xiangn_CRCD_DIA_b3_3_13_6.jpg,270,240,feature6,69,47,86,239
B20190306xiangn_CRCD_DIA_b3_3_13_62+.jpg,270,240,feature6,130,142,146,186
B20190306xiangn_CRCD_DIA_b3_3_13_62+.jpg,270,240,feature5,83,149,96,179
B20190306xiangn_CRCD_DIA_b3_3_13_63.jpg,270,240,feature6,130,22,146,66
B20190306xiangn_CRCD_DIA_b3_3_13_63.jpg,270,240,feature5,83,29,96,59
B20190306xiangn_CRCD_DIA_b3_3_13_7+.jpg,270,240,feature6,69,1,86,103
B20190306xiangn_CRCD_DIA_b3_3_13_7.jpg,270,240,feature6,69,1,86,223
B20190306xiangn_CRCD_DIA_b3_3_14_11+.jpg,270,240,feature7,115,1,145,98
B20190306xiangn_CRCD_DIA_b3_3_14_11.jpg,270,240,feature7,115,106,145,218
B20190306xiangn_CRCD_DIA_b3_3_14_13.jpg,270,240,feature5,6,104,26,153
B20190306xiangn_CRCD_DIA_b3_3_14_14+.jpg,270,240,feature8,242,87,265,189
B20190306xiangn_CRCD_DIA_b3_3_14_15+.jpg,270,240,feature6,1,1,26,89
B20190306xiangn_CRCD_DIA_b3_3_14_15.jpg,270,240,feature6,1,117,26,209
B20190306xiangn_CRCD_DIA_b3_3_14_15.jpg,270,240,feature8,242,1,265,69
B20190306xiangn_CRCD_DIA_b3_3_14_18+.jpg,270,240,feature6,171,100,196,191
B20190306xiangn_CRCD_DIA_b3_3_14_19.jpg,270,240,feature6,171,1,196,71
B20190306xiangn_CRCD_DIA_b3_3_14_22+.jpg,270,240,feature5,211,1,231,129
B20190306xiangn_CRCD_DIA_b3_3_14_22+.jpg,270,240,feature5,166,169,186,239
B20190306xiangn_CRCD_DIA_b3_3_14_22.jpg,270,240,feature5,211,99,231,239
B20190306xiangn_CRCD_DIA_b3_3_14_23+.jpg,270,240,feature6,71,83,96,174
B20190306xiangn_CRCD_DIA_b3_3_14_23+.jpg,270,240,feature7,63,1,83,90
B20190306xiangn_CRCD_DIA_b3_3_14_23+.jpg,270,240,feature5,166,1,186,139
B20190306xiangn_CRCD_DIA_b3_3_14_23.jpg,270,240,feature7,63,77,83,210
B20190306xiangn_CRCD_DIA_b3_3_14_23.jpg,270,240,feature5,166,49,186,239
B20190306xiangn_CRCD_DIA_b3_3_14_24+.jpg,270,240,feature6,56,30,73,154
B20190306xiangn_CRCD_DIA_b3_3_14_24.jpg,270,240,feature6,71,1,96,54
B20190306xiangn_CRCD_DIA_b3_3_14_24.jpg,270,240,feature6,56,150,73,239
B20190306xiangn_CRCD_DIA_b3_3_14_26+.jpg,270,240,feature7,69,174,89,239
B20190306xiangn_CRCD_DIA_b3_3_14_27+.jpg,270,240,feature7,69,1,89,86
B20190306xiangn_CRCD_DIA_b3_3_14_27.jpg,270,240,feature7,69,54,89,206
B20190306xiangn_CRCD_DIA_b3_3_14_33+.jpg,270,240,feature6,81,46,106,195
B20190306xiangn_CRCD_DIA_b3_3_14_33+.jpg,270,240,feature7,66,29,86,120
B20190306xiangn_CRCD_DIA_b3_3_14_33.jpg,270,240,feature6,81,166,106,239
B20190306xiangn_CRCD_DIA_b3_3_14_33.jpg,270,240,feature7,66,149,86,239
B20190306xiangn_CRCD_DIA_b3_3_14_34+.jpg,270,240,feature6,39,1,56,96
B20190306xiangn_CRCD_DIA_b3_3_14_34.jpg,270,240,feature6,81,1,106,75
B20190306xiangn_CRCD_DIA_b3_3_14_34.jpg,270,240,feature6,39,106,56,216
B20190306xiangn_CRCD_DIA_b3_3_14_37+.jpg,270,240,feature6,166,126,191,239
B20190306xiangn_CRCD_DIA_b3_3_14_38+.jpg,270,240,feature5,26,25,46,92
B20190306xiangn_CRCD_DIA_b3_3_14_38+.jpg,270,240,feature5,91,17,111,147
B20190306xiangn_CRCD_DIA_b3_3_14_38+.jpg,270,240,feature5,11,91,31,178
B20190306xiangn_CRCD_DIA_b3_3_14_38+.jpg,270,240,feature5,26,75,46,114
B20190306xiangn_CRCD_DIA_b3_3_14_38.jpg,270,240,feature6,166,6,191,127
B20190306xiangn_CRCD_DIA_b3_3_14_38.jpg,270,240,feature5,26,145,46,212
B20190306xiangn_CRCD_DIA_b3_3_14_38.jpg,270,240,feature5,91,137,111,239
B20190306xiangn_CRCD_DIA_b3_3_14_38.jpg,270,240,feature5,26,195,46,234
B20190306xiangn_CRCD_DIA_b3_3_14_39+.jpg,270,240,feature5,176,88,196,160
B20190306xiangn_CRCD_DIA_b3_3_14_39.jpg,270,240,feature5,11,1,31,58
B20190306xiangn_CRCD_DIA_b3_3_14_40+.jpg,270,240,feature8,116,65,133,156
B20190306xiangn_CRCD_DIA_b3_3_14_40.jpg,270,240,feature8,116,185,133,239
B20190306xiangn_CRCD_DIA_b3_3_14_42+.jpg,270,240,feature6,19,143,36,207
B20190306xiangn_CRCD_DIA_b3_3_14_43+.jpg,270,240,feature6,26,44,51,220
B20190306xiangn_CRCD_DIA_b3_3_14_43+.jpg,270,240,feature7,132,18,152,115
B20190306xiangn_CRCD_DIA_b3_3_14_43.jpg,270,240,feature6,26,164,51,239
B20190306xiangn_CRCD_DIA_b3_3_14_43.jpg,270,240,feature6,19,23,36,87
B20190306xiangn_CRCD_DIA_b3_3_14_43.jpg,270,240,feature7,132,138,152,235
B20190306xiangn_CRCD_DIA_b3_3_14_44.jpg,270,240,feature6,26,1,51,100
B20190306xiangn_CRCD_DIA_b3_3_14_46.jpg,270,240,feature8,118,78,136,156
B20190306xiangn_CRCD_DIA_b3_3_14_47+.jpg,270,240,feature7,79,123,99,236
B20190306xiangn_CRCD_DIA_b3_3_14_47+.jpg,270,240,feature7,156,66,176,130
B20190306xiangn_CRCD_DIA_b3_3_14_47.jpg,270,240,feature7,156,186,176,239
B20190306xiangn_CRCD_DIA_b3_3_14_48+.jpg,270,240,feature7,11,1,41,142
B20190306xiangn_CRCD_DIA_b3_3_14_48.jpg,270,240,feature7,11,110,41,239
B20190306xiangn_CRCD_DIA_b3_3_14_48.jpg,270,240,feature7,79,3,99,116
B20190306xiangn_CRCD_DIA_b3_3_14_55+.jpg,270,240,feature6,196,74,221,189
B20190306xiangn_CRCD_DIA_b3_3_14_56+.jpg,270,240,feature7,13,96,33,239
B20190306xiangn_CRCD_DIA_b3_3_14_56.jpg,270,240,feature6,196,1,221,69
B20190306xiangn_CRCD_DIA_b3_3_14_57+.jpg,270,240,feature8,189,178,213,239
B20190306xiangn_CRCD_DIA_b3_3_14_57.jpg,270,240,feature7,13,1,33,143
B20190306xiangn_CRCD_DIA_b3_3_14_58+.jpg,270,240,feature8,189,1,213,188
B20190306xiangn_CRCD_DIA_b3_3_14_58.jpg,270,240,feature8,189,58,213,239
B20190306xiangn_CRCD_DIA_b3_3_14_59+.jpg,270,240,feature10,166,136,181,239
B20190306xiangn_CRCD_DIA_b3_3_14_59+.jpg,270,240,feature5,243,135,256,208
B20190306xiangn_CRCD_DIA_b3_3_14_59.jpg,270,240,feature8,189,1,213,68
B20190306xiangn_CRCD_DIA_b3_3_14_6+.jpg,270,240,feature6,192,31,209,239
B20190306xiangn_CRCD_DIA_b3_3_14_6.jpg,270,240,feature6,192,151,209,239
B20190306xiangn_CRCD_DIA_b3_3_14_60+.jpg,270,240,feature10,166,1,181,73
B20190306xiangn_CRCD_DIA_b3_3_14_60.jpg,270,240,feature10,166,16,181,193
B20190306xiangn_CRCD_DIA_b3_3_14_60.jpg,270,240,feature5,243,15,256,88
B20190306xiangn_CRCD_DIA_b3_3_14_62+.jpg,270,240,feature7,114,150,129,194
B20190306xiangn_CRCD_DIA_b3_3_14_62+.jpg,270,240,feature2,131,138,136,158
B20190306xiangn_CRCD_DIA_b3_3_14_62+.jpg,270,240,feature5,153,136,166,208
B20190306xiangn_CRCD_DIA_b3_3_14_62+.jpg,270,240,feature4,13,193,21,232
B20190306xiangn_CRCD_DIA_b3_3_14_63.jpg,270,240,feature7,114,30,129,74
B20190306xiangn_CRCD_DIA_b3_3_14_63.jpg,270,240,feature2,131,18,136,38
B20190306xiangn_CRCD_DIA_b3_3_14_63.jpg,270,240,feature5,153,16,166,88
B20190306xiangn_CRCD_DIA_b3_3_14_63.jpg,270,240,feature4,13,73,21,112
B20190306xiangn_CRCD_DIA_b3_3_14_7+.jpg,270,240,feature6,192,1,209,105
B20190306xiangn_CRCD_DIA_b3_3_14_7.jpg,270,240,feature6,192,1,209,225
B20190306xiangn_CRCD_DIA_b3_3_15_12+.jpg,270,240,feature6,139,33,156,125
B20190306xiangn_CRCD_DIA_b3_3_15_12.jpg,270,240,feature6,139,153,156,239
B20190306xiangn_CRCD_DIA_b3_3_15_16+.jpg,270,240,feature5,16,1,36,198
B20190306xiangn_CRCD_DIA_b3_3_15_16+.jpg,270,240,feature5,101,89,121,161
B20190306xiangn_CRCD_DIA_b3_3_15_16.jpg,270,240,feature5,16,92,36,239
B20190306xiangn_CRCD_DIA_b3_3_15_17+.jpg,270,240,feature6,21,14,46,239
B20190306xiangn_CRCD_DIA_b3_3_15_17.jpg,270,240,feature5,16,1,36,78
B20190306xiangn_CRCD_DIA_b3_3_15_17.jpg,270,240,feature6,21,134,46,239
B20190306xiangn_CRCD_DIA_b3_3_15_18.jpg,270,240,feature6,21,1,46,123
B20190306xiangn_CRCD_DIA_b3_3_15_22+.jpg,270,240,feature6,46,119,71,224
B20190306xiangn_CRCD_DIA_b3_3_15_23.jpg,270,240,feature6,46,1,71,104
B20190306xiangn_CRCD_DIA_b3_3_15_25+.jpg,270,240,feature5,236,23,256,118
B20190306xiangn_CRCD_DIA_b3_3_15_25+.jpg,270,240,feature7,139,27,159,104
B20190306xiangn_CRCD_DIA_b3_3_15_25.jpg,270,240,feature5,236,143,256,238
B20190306xiangn_CRCD_DIA_b3_3_15_25.jpg,270,240,feature7,139,147,159,224
B20190306xiangn_CRCD_DIA_b3_3_15_27+.jpg,270,240,feature6,236,1,261,68
B20190306xiangn_CRCD_DIA_b3_3_15_27.jpg,270,240,feature6,236,89,261,188
B20190306xiangn_CRCD_DIA_b3_3_15_29+.jpg,270,240,feature5,246,1,266,49
B20190306xiangn_CRCD_DIA_b3_3_15_29.jpg,270,240,feature5,246,103,266,169
B20190306xiangn_CRCD_DIA_b3_3_15_30+.jpg,270,240,feature4,26,1,36,107
B20190306xiangn_CRCD_DIA_b3_3_15_30.jpg,270,240,feature4,26,108,36,227
B20190306xiangn_CRCD_DIA_b3_3_15_32+.jpg,270,240,feature6,136,139,153,221
B20190306xiangn_CRCD_DIA_b3_3_15_33.jpg,270,240,feature6,136,19,153,101
B20190306xiangn_CRCD_DIA_b3_3_15_33.jpg,270,240,feature7,202,84,222,127
B20190306xiangn_CRCD_DIA_b3_3_15_36+.jpg,270,240,feature6,226,40,251,123
B20190306xiangn_CRCD_DIA_b3_3_15_36+.jpg,270,240,feature2,226,38,229,77
B20190306xiangn_CRCD_DIA_b3_3_15_36.jpg,270,240,feature6,226,160,251,239
B20190306xiangn_CRCD_DIA_b3_3_15_36.jpg,270,240,feature2,226,158,229,197
B20190306xiangn_CRCD_DIA_b3_3_15_37+.jpg,270,240,feature7,43,1,63,57
B20190306xiangn_CRCD_DIA_b3_3_15_37+.jpg,270,240,feature9,23,73,43,235
B20190306xiangn_CRCD_DIA_b3_3_15_37.jpg,270,240,feature7,43,95,63,177
B20190306xiangn_CRCD_DIA_b3_3_15_38+.jpg,270,240,feature6,166,157,191,239
B20190306xiangn_CRCD_DIA_b3_3_15_38.jpg,270,240,feature9,23,1,43,115
B20190306xiangn_CRCD_DIA_b3_3_15_39+.jpg,270,240,feature9,121,191,141,239
B20190306xiangn_CRCD_DIA_b3_3_15_39+.jpg,270,240,feature7,11,101,41,163
B20190306xiangn_CRCD_DIA_b3_3_15_39+.jpg,270,240,feature7,133,135,152,193
B20190306xiangn_CRCD_DIA_b3_3_15_39.jpg,270,240,feature6,166,37,191,148
B20190306xiangn_CRCD_DIA_b3_3_15_40+.jpg,270,240,feature9,121,1,141,58
B20190306xiangn_CRCD_DIA_b3_3_15_40+.jpg,270,240,feature9,121,104,141,230
B20190306xiangn_CRCD_DIA_b3_3_15_40.jpg,270,240,feature9,121,71,141,178
B20190306xiangn_CRCD_DIA_b3_3_15_40.jpg,270,240,feature7,133,15,152,73
B20190306xiangn_CRCD_DIA_b3_3_15_41+.jpg,270,240,feature8,89,45,106,151
B20190306xiangn_CRCD_DIA_b3_3_15_41+.jpg,270,240,feature7,93,81,112,188
B20190306xiangn_CRCD_DIA_b3_3_15_41.jpg,270,240,feature9,121,1,141,110
B20190306xiangn_CRCD_DIA_b3_3_15_41.jpg,270,240,feature8,89,165,106,239
B20190306xiangn_CRCD_DIA_b3_3_15_42+.jpg,270,240,feature6,206,18,231,178
B20190306xiangn_CRCD_DIA_b3_3_15_42+.jpg,270,240,feature7,88,1,103,168
B20190306xiangn_CRCD_DIA_b3_3_15_42.jpg,270,240,feature6,206,138,231,239
B20190306xiangn_CRCD_DIA_b3_3_15_42.jpg,270,240,feature7,88,89,103,239
B20190306xiangn_CRCD_DIA_b3_3_15_42.jpg,270,240,feature7,93,1,112,68
B20190306xiangn_CRCD_DIA_b3_3_15_43+.jpg,270,240,feature10,81,32,103,183
B20190306xiangn_CRCD_DIA_b3_3_15_43+.jpg,270,240,feature7,216,122,231,239
B20190306xiangn_CRCD_DIA_b3_3_15_43+.jpg,270,240,feature9,36,24,56,160
B20190306xiangn_CRCD_DIA_b3_3_15_43.jpg,270,240,feature10,81,152,103,239
B20190306xiangn_CRCD_DIA_b3_3_15_43.jpg,270,240,feature6,206,1,231,58
B20190306xiangn_CRCD_DIA_b3_3_15_43.jpg,270,240,feature9,36,144,56,239
B20190306xiangn_CRCD_DIA_b3_3_15_44+.jpg,270,240,feature9,81,13,101,195
B20190306xiangn_CRCD_DIA_b3_3_15_44+.jpg,270,240,feature7,49,1,64,140
B20190306xiangn_CRCD_DIA_b3_3_15_44.jpg,270,240,feature10,81,1,103,63
B20190306xiangn_CRCD_DIA_b3_3_15_44.jpg,270,240,feature9,81,133,101,239
B20190306xiangn_CRCD_DIA_b3_3_15_44.jpg,270,240,feature7,49,103,64,239
B20190306xiangn_CRCD_DIA_b3_3_15_44.jpg,270,240,feature7,216,2,231,119
B20190306xiangn_CRCD_DIA_b3_3_15_45+.jpg,270,240,feature9,49,1,69,128
B20190306xiangn_CRCD_DIA_b3_3_15_45.jpg,270,240,feature9,81,1,101,75
B20190306xiangn_CRCD_DIA_b3_3_15_45.jpg,270,240,feature9,49,107,69,239
B20190306xiangn_CRCD_DIA_b3_3_15_48+.jpg,270,240,feature6,73,181,89,239
B20190306xiangn_CRCD_DIA_b3_3_15_49+.jpg,270,240,feature6,73,1,89,113
B20190306xiangn_CRCD_DIA_b3_3_15_49.jpg,270,240,feature6,73,61,89,233
B20190306xiangn_CRCD_DIA_b3_3_15_52+.jpg,270,240,feature6,56,22,72,138
B20190306xiangn_CRCD_DIA_b3_3_15_52.jpg,270,240,feature6,56,142,72,239
B20190306xiangn_CRCD_DIA_b3_3_15_55+.jpg,270,240,feature9,161,75,181,239
B20190306xiangn_CRCD_DIA_b3_3_15_56+.jpg,270,240,feature9,161,1,181,70
B20190306xiangn_CRCD_DIA_b3_3_15_56.jpg,270,240,feature9,161,1,181,190
B20190306xiangn_CRCD_DIA_b3_3_15_58+.jpg,270,240,feature7,96,105,116,239
B20190306xiangn_CRCD_DIA_b3_3_15_59.jpg,270,240,feature7,96,1,116,126
